name
"Freaky Deaky,Hanging Up,Vicky Cristina Barcelona,The Greatest Movie Ever Sold,Four Single Fathers,Furry Vengeance,Hardball,Sydney White,Kevin Hart: Laugh at My Pain,Showgirls,Me and Orson Welles,F.I.S.T.,The Tuxedo,Baggage Claim,Stiff Upper Lips,The Yellow Handkerchief,In the Company of Men,Cheri,The Last Dragon,Breakin' All the Rules,Mallrats,The Pink Panther,X-Men Origins: Wolverine,Strange Wilderness,The Bucket List"
"The Train,The First Great Train Robbery,Train,The Young and Prodigious T.S. Spivet,Extreme Ops,The Tourist,Under Siege 2: Dark Territory,Unstoppable,The Longest Day,The Pianist,Ararat,Transsiberian,Oliver Twist,The Transporter,The Spanish Prisoner,Sands of Iwo Jima,Carlos,Inglourious Basterds,Sabotage,Enemy at the Gates,Around the World in 80 Days,Jarhead,Valkyrie,Redacted,Rabbit-Proof Fence"
"Trade Of Innocents,Me Before You,Samantha: An American Girl Holiday,B-Girl,Mama,Tanner Hall,Fugly,The Notebook,The Women,An Education,Hedwig and the Angry Inch,Synecdoche, New York,The Little Prince,The House Bunny,House at the End of the Street,3 Backyards,Butterfly Girl,Double Impact,The Mighty Macs,Rent,Barney's Version,Kit Kittredge: An American Girl,Confessions of a Teenage Drama Queen,A Cock and Bull Story,Raise Your Voice"
"Stiff Upper Lips,The Greatest Movie Ever Sold,The Bucket List,Freaky Deaky,Eulogy,Kevin Hart: Let Me Explain,Around the World in 80 Days,Cheri,Barbarella,Strange Wilderness,Keeping Up with the Steins,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Hanging Up,Furry Vengeance,Hardball,Sydney White,Sahara,South Park: Bigger, Longer & Uncut,Inchon,Paint Your Wagon,Solitary Man,Extract,The Wolf of Wall Street,Outbreak,House of D"
"Bend It Like Beckham,Slums of Beverly Hills,Choke,How Do You Know,Alvin and the Chipmunks: Chipwrecked,The Perez Family,The Greatest Game Ever Played,Juno,Napoleon Dynamite,I Heart Huckabees,Slumdog Millionaire,Sliding Doors,Ramona and Beezus,Ishtar,Johnson Family Vacation,Air Bud,Ri¢hie Ri¢h,Playing for Keeps,Renaissance Man,Madea's Family Reunion,Jumping the Broom,The Banger Sisters,102 Dalmatians,Crossover,The Brothers McMullen"
"Sunshine State,Woman Thou Art Loosed,Archaeology of a Woman,Rachel Getting Married,Please Give,Winnie Mandela,Four Single Fathers,The Age of Innocence,Monster's Ball,Darling Companion,Dream House,Birth,Next Stop Wonderland,The Namesake,The Messenger,Raising Victor Vargas,Woman on Top,Boynton Beach Club,The Station Agent,Higher Ground,November,The Exploding Girl,The Cookout,Sherrybaby,People I Know"
"Crossover,Gridiron Gang,Extreme Ops,Bend It Like Beckham,Ishtar,The Secret,Whip It,Sahara,The Benchwarmers,Air Bud,Murderball,The Greatest Game Ever Played,22 Jump Street,Never Back Down,Doom,Wild Card,Paint Your Wagon,The Fast and the Furious: Tokyo Drift,Against the Ropes,G.I. Jane,The Color of Money,Knowing,Lucky You,The Blind Side,Up in the Air"
"Khiladi 786,The Helix... Loaded,The Hebrew Hammer,MacGruber,30 Minutes or Less,The Original Kings of Comedy,Action Jackson,South Park: Bigger, Longer & Uncut,Gentlemen Broncos,Extreme Movie,Small Soldiers,Money Talks,Lethal Weapon 4,Made,Newlyweds,Miss Congeniality 2: Armed and Fabulous,Ready to Rumble,The Crew,The Toxic Avenger,Lovely & Amazing,Pineapple Express,Find Me Guilty,Corky Romano,Feast,Teenage Mutant Ninja Turtles: Out of the Shadows"
"Standing Ovation,Bandslam,42nd Street,Woodstock,Save the Last Dance,The Rocker,High School Musical 2,Rodeo Girl,My Fair Lady,American Dreamz,The Sound of Music,High School Musical,Down & Out With The Dolls,Alvin and the Chipmunks: The Squeakquel,Walk Hard: The Dewey Cox Story,Yentl,Across the Universe,Hamlet 2,Oliver!,Along the Roadside,Pitch Perfect,High School Musical 3: Senior Year,Duets,The Muppets,Sunday School Musical"
"The Sting,Dead Man Down,The Death and Life of Bobby Z,Legal Eagles,Four Brothers,I Am Wrath,Double Jeopardy,Casino,Bride of Chucky,Dom Hemingway,Stranded,Broken Horses,The Outsiders,Frenzy,The Jerky Boys,Mi America,Blackhat,The Godfather,City By The Sea,R.I.P.D.,Tango & Cash,N-Secure,On the Waterfront,The Night Visitor,Larry Crowne"
"Chariots of Fire,Gentleman's Agreement,The Longest Day,Eddie the Eagle,Glee: The Concert Movie,Love Me Tender,Bulworth,Deadline - U.S.A.,Red Tails,Romeo + Juliet,The Painted Veil,The League of Extraordinary Gentlemen,Kingdom of Heaven,Glitter,Victor Frankenstein,History of the World: Part I,The Full Monty,Ever After: A Cinderella Story,How Green Was My Valley,Shattered Glass,Conquest of the Planet of the Apes,The Secret Life of Walter Mitty,Edward Scissorhands,Julia,The Passion of the Christ"
"Diary of a Mad Black Woman,Quartet,Whipped,Woman Thou Art Loosed,The Woman in Black,Four Weddings and a Funeral,Goddess of Love,Cyrus,Femme Fatale,Happy Christmas,You Will Meet a Tall Dark Stranger,Celebrity,About Schmidt,Why Did I Get Married Too?,Archaeology of a Woman,Guess Who,Me You and Five Bucks,Kites,The Shipping News,Under the Tuscan Sun,Wish I Was Here,40 Days and 40 Nights,The Good Night,The Lucky One,1982"
"Shine,Harrison Montgomery,When Did You Last See Your Father?,Redacted,Wah-Wah,Jindabyne,The Full Monty,The Rite,Made in Dagenham,Headhunters,Severance,Welcome to Mooseport,Hannibal Rising,Shame,Imagine Me & You,Ararat,The Dirties,Stolen,Straight A's,The Painted Veil,Me and You and Everyone We Know,The Bad Lieutenant: Port of Call - New Orleans,The Wind That Shakes the Barley,Burnt,Romeo + Juliet"
"Don Jon,Elizabethtown,Blue Like Jazz,Garden State,The Cookout,The Four Feathers,Adam,Grosse Pointe Blank,Solitary Man,Me You and Five Bucks,20 Dates,Boys Don't Cry,Should've Been Romeo,I Love Your Work,Crimson Tide,Just Looking,Shame,Don Juan DeMarco,Knocked Up,Perrier’s Bounty,Love Happens,Lars and the Real Girl,Rockaway,American Psycho,Everything Must Go"
"High Plains Drifter,The Man Who Shot Liberty Valance,Mindhunters,How High,American Outlaws,Jane Got a Gun,Whip It,The Assassination of Jesse James by the Coward Robert Ford,The Lone Ranger,Getaway,Shanghai Noon,Butch Cassidy and the Sundance Kid,Zookeeper,Public Enemies,Wanted,A Lot Like Love,Here Comes the Boom,High Noon,Nighthawks,You Kill Me,Assassins,Elektra,Napoleon Dynamite,Back to the Future Part III,Wyatt Earp"
"Ghost World,The Dirties,Made in Dagenham,Harrison Montgomery,Cheri,Thirteen,Old Joy,Notes on a Scandal,Redacted,Wah-Wah,The 51st State,The Imaginarium of Doctor Parnassus,The Spanish Prisoner,Around the World in 80 Days,On the Road,Spider,The House of Mirth,Spring Breakers,How to Lose Friends & Alienate People,The Switch,Mallrats,Headhunters,The Bad Lieutenant: Port of Call - New Orleans,Vera Drake,Severance"
"Iris,Code 46,Harrison Montgomery,Imagine Me & You,The Duchess,Romeo + Juliet,One Day,Redacted,Virgin Territory,Made in Dagenham,Brooklyn,Elizabeth,Love Me Tender,The Face of an Angel,Serendipity,Headhunters,Stories of Our Lives,Miss Potter,My Week with Marilyn,Before Sunrise,Ararat,The Dirties,Bobby Jones: Stroke of Genius,Fireproof,Severance"
"Galaxina,Meet Dave,20,000 Leagues Under the Sea,Lost in Space,Space Chimps,Her,Silent Running,Serenity,Spaced Invaders,Titan A.E.,Shakespeare in Love,Monsters vs Aliens,New in Town,Treasure Planet,Love & Other Drugs,Love in the Time of Cholera,The Black Hole,Annie Hall,Home,Happy Feet,Never Again,Aladdin,Mission to Mars,Captain Phillips,Journey to Saturn"
"Mambo Italiano,Maurice,Chuck & Buck,We Bought a Zoo,40 Days and 40 Nights,The R.M.,The Shipping News,Elizabethtown,Youth in Revolt,Nicholas Nickleby,Our Idiot Brother,Anomalisa,Teen Wolf Too,The Cookout,DysFunktional Family,Kicking & Screaming,The Astronaut Farmer,Solitary Man,The Boxtrolls,Chicken Tikka Masala,The Libertine,1982,The Book of Life,The Truman Show,Blue Like Jazz"
"Wonderland,Veronica Guerin,Red Riding: In the Year of Our Lord 1974,Freeze Frame,Drowning Mona,Edge of Darkness,Insomnia,Inherent Vice,Narc,Novocaine,Beverly Hills Cop II,Frenzy,Regression,Angels & Demons,In the Valley of Elah,City Hall,The General's Daughter,The Infiltrator,The Negotiator,Let's Be Cops,In Cold Blood,All Good Things,Beverly Hills Cop,11:14,The Next Three Days"
"Do the Right Thing,School Daze,One True Thing,Gods and Generals,Danny Collins,Groundhog Day,Super Size Me,Eve's Bayou,Seabiscuit,Shaft,8 Days,Dallas Buyers Club,Psycho,Dom Hemingway,Kit Kittredge: An American Girl,The Switch,Roll Bounce,Mo' Better Blues,Casino,Beasts of the Southern Wild,To Write Love on Her Arms,The Wolfman,The Hurricane,Larry Crowne,Crooklyn"
"Harvard Man,First Love, Last Rites,Kids,Broken Vessels,Spring Breakers,Lovely, Still,Nothing But a Man,Jesus' Son,All or Nothing,Rounders,Hostel: Part II,A Serious Man,Love in the Time of Cholera,Bronson,Sex, Lies, and Videotape,Dead Man Down,Man of Steel,Killer Joe,The Rules of Attraction,Bang,Boogie Nights,Dead Man on Campus,Trainspotting,Amidst the Devil's Wings,The Elephant Man"
"Animals,Valiant,Barnyard,Corpse Bride,Pocahontas,The Curse of the Were-Rabbit,Epic,The Iron Giant,Spirit: Stallion of the Cimarron,Jonah: A VeggieTales Movie,Rise of the Guardians,Kung Fu Panda,Teacher's Pet,The Lego Movie,Heavy Metal,Alpha and Omega: The Legend of the Saw Tooth Cave,Flushed Away,Toy Story 3,Return to Never Land,Madagascar,Home on the Range,The Princess and the Frog,Titan A.E.,Penguins of Madagascar,Legend of the Guardians: The Owls of Ga'Hoole"
"Salvation Boulevard,The Singles Ward,The Perfect Host,Khiladi 786,8: The Mormon Proposition,Madea's Witness Protection,Gangster Squad,Latter Days,Apocalypto,Salton Sea,Don Jon,Gentlemen Broncos,3 Days to Kill,Crimson Tide,Man of the Year,Cavite,Should've Been Romeo,Lethal Weapon 4,Primary Colors,Poolhall Junkies,The Helix... Loaded,Gran Torino,Jeff, Who Lives at Home,10th & Wolf,Saint Ralph"
"The Ten,Eulogy,Welcome Home Roscoe Jenkins,Undiscovered,Beer League,The Hebrew Hammer,A Prairie Home Companion,Obvious Child,Eddie: The Sleepwalking Cannibal,Easy Virtue,Keeping Up with the Steins,Joyful Noise,The Greatest Movie Ever Sold,You Can Count on Me,The Dangerous Lives of Altar Boys,50/50,For Your Consideration,City Island,Kevin Hart: Laugh at My Pain,Gulliver's Travels,Khiladi 786,Clockwatchers,Death at a Funeral,Best in Show,Creepshow"
"A Room for Romeo Brass,The Inkwell,The Mighty,Boys and Girls,The Switch,Simon Birch,Driving Miss Daisy,Growing Up Smith,The Good Heart,The Motel,American Reunion,Fugly,The Way Way Back,Bad Grandpa,Frances Ha,When Harry Met Sally...,Dolphin Tale,3 Ninjas Kick Back,Marvin's Room,American Desi,Last I Heard,The Iron Giant,This Christmas,Focus,Where the Heart Is"
"Headhunters,Harrison Montgomery,Severance,The Calling,Made in Dagenham,Sin City: A Dame to Kill For,Vera Drake,Stolen,Jindabyne,Machete Kills,Ararat,Redacted,The Dirties,The Face of an Angel,London Has Fallen,Cecil B. Demented,Wah-Wah,The Full Monty,The Wind That Shakes the Barley,Inside Deep Throat,The Rite,Imagine Me & You,Hannibal Rising,Virgin Territory,Everything Put Together"
"Grabbers,Ondine,The Wind That Shakes the Barley,Harrison Montgomery,The Bad Lieutenant: Port of Call - New Orleans,Hannibal Rising,Severance,Brooklyn,The 51st State,Headhunters,Incident at Loch Ness,Jindabyne,The Full Monty,The Last Days on Mars,Under the Skin,The Dirties,Wah-Wah,Made in Dagenham,The Woman in Black,Coriolanus,Shame,Spider,Movie 43,The House of Mirth,The Calling"
"Saint Ralph,The Mudge Boy,Should've Been Romeo,1982,Jeff, Who Lives at Home,Flying By,Wish I Was Here,How to Fall in Love,Copying Beethoven,The Truman Show,The Whole Ten Yards,Hamlet,Garden State,Nine,The R.M.,Chuck & Buck,Charlie St. Cloud,Blue Like Jazz,She's All That,Cavite,The Beastmaster,Interview with the Assassin,The Legend of Hercules,Resurrecting the Champ,Me You and Five Bucks"
"Miss Julie,The Wind That Shakes the Barley,The Quiet,Ondine,The Greatest,The Last Song,Brooklyn,Come Early Morning,Redacted,When Did You Last See Your Father?,Stolen,Fireproof,Love Me Tender,Angela's Ashes,What a Girl Wants,Boys Don't Cry,Meek's Cutoff,All or Nothing,One Day,Romeo + Juliet,The Molly Maguires,Perrier’s Bounty,Little Boy,Old Joy,Michael Collins"
"Somewhere in Time,The Time Traveler's Wife,Kate & Leopold,In Time,Time Bandits,Lovely, Still,Shakespeare in Love,Prince of Persia: The Sands of Time,The Sticky Fingers of Time,The Lovers,Love in the Time of Cholera,The Love Letter,Fetching Cody,A Lot Like Love,Clockstoppers,Married Life,Love in the Time of Monsters,August,Time Changer,Down to Earth,Safety Not Guaranteed,Hot Tub Time Machine,About Time,Her,Hot Tub Time Machine 2"
"Insidious: Chapter 2,Insidious: Chapter 3,When the Lights Went Out,The Unborn,Area 51,The Grudge,The Haunting in Connecticut 2: Ghosts of Georgia,The Master of Disguise,Mirrors,Stir of Echoes,The Croods,Shutter,Chloe,The Amityville Horror,Escobar: Paradise Lost,Banshee Chapter,World War Z,Goosebumps,Lake Mungo,Ri¢hie Ri¢h,The Omega Code,Madea's Family Reunion,Sinister,The Haunted Mansion,Johnson Family Vacation"
"Saw II,Saw,The Midnight Meat Train,Saw III,Wild Target,Hannibal Rising,Coriolanus,The 51st State,Hellraiser,Shame,American Psycho,Sinister,The Last Emperor,The Bad Lieutenant: Port of Call - New Orleans,Saw IV,Jackass: The Movie,Resurrecting the Champ,Garden State,Spider,The Four Feathers,Stitches,Drive Angry,Se7en,Ondine,Pound of Flesh"
"10 Cloverfield Lane,Super Hybrid,Vanilla Sky,Death Race 2000,Atlas Shrugged Part II,The Net,The Matrix Reloaded,Super 8,The Help,Star Trek Into Darkness,Sky Captain and the World of Tomorrow,The Dead Zone,Double Jeopardy,The 5th Wave,Gone in Sixty Seconds,Signs,Primer,Ultramarines: A Warhammer 40,000 Movie,The Final Destination,Unsullied,Star Trek,Bless the Child,Clockstoppers,Paper Towns,Star Trek: Insurrection"
"Jackass: The Movie,The Truman Show,Kevin Hart: Laugh at My Pain,House of D,Shaun of the Dead,The Greatest Movie Ever Sold,Alfie,Failure to Launch,Sahara,The Gambler,Three Kingdoms: Resurrection of the Dragon,I Love You, Beth Cooper,Multiplicity,The Whole Ten Yards,The Santa Clause 2,The Kite Runner,Elizabethtown,The Wolverine,Imagine That,What Just Happened,Birdman,The Guilt Trip,Back to the Future,Coriolanus,Dragonfly"
"Lights Out,Nighthawks,Stake Land,The Skeleton Key,Final Destination 2,Insidious: Chapter 2,Shutter,November,Her Cry: La Llorona Investigation,Don't Be Afraid of the Dark,P.S. I Love You,Adam Resurrected,Subconscious,Doom,The Eye,The Piano,Taxi to the Dark Side,Mary Reilly,Get Low,Housebound,The Visit,Absentia,The Gallows,Oculus,The Others"
"Paranormal Activity 3,Paranormal Activity 2,Resident Evil: Extinction,An American Haunting,The Witch,Hansel & Gretel: Witch Hunters,The Purge,Tupac: Resurrection,Insidious: Chapter 3,Blackthorn,Paranormal Activity 4,The Lords of Salem,The Dark Hours,Hardball,Marvin's Room,The Amityville Horror,Yoga Hosers,Prophecy,White Noise,Arbitrage,Jackass: The Movie,Book of Shadows: Blair Witch 2,Mindhunters,Paranormal Activity,Friday the 13th: A New Beginning"
"Ouija,Devil,The Conjuring,Transformers: Age of Extinction,Trainwreck,The One,Ghostbusters,The Awakening,White Squall,The Unborn,Furious 7,Wicked Blood,The Apparition,An American Haunting,Wanted,Dracula Untold,Witchboard,American Pie,The Invention of Lying,Darkness Falls,22 Jump Street,Oculus,R.L. Stine's Monsterville: The Cabinet of Souls,The Scorpion King,3 Ninjas Kick Back"
"A Nightmare on Elm Street 3: Dream Warriors,A Nightmare on Elm Street 4: The Dream Master,A Nightmare on Elm Street,A Nightmare on Elm Street 5: The Dream Child,Freddy's Dead: The Final Nightmare,A Nightmare on Elm Street Part 2: Freddy's Revenge,New Nightmare,Pain & Gain,The Call of Cthulhu,When the Lights Went Out,Boogeyman,In Dreams,The Good Night,Secret Window,Everything Must Go,Me You and Five Bucks,2:13,Ink,Charlie St. Cloud,Spawn,The Replacements,A Haunted House 2,The Lawnmower Man,Willard,What Dreams May Come"
"Paranormal Activity 4,Event Horizon,The Wicked Within,The Fourth Kind,An American Haunting,Bless the Child,Scream 2,Paranormal Activity 3,Hey Arnold! The Movie,Case 39,Bad Grandpa,The Imaginarium of Doctor Parnassus,The Pledge,Mindhunters,The Others,The Witch,The Switch,Dressed to Kill,Strange Wilderness,The Curse of Downers Grove,Darkness Falls,Bright Star,The Straight Story,Paycheck,The Blair Witch Project"
"The Robe,Deadline - U.S.A.,Gentleman's Agreement,Hope Floats,Love Me Tender,How Stella Got Her Groove Back,The Egyptian,How Green Was My Valley,Bulworth,What Lies Beneath,Welcome to Mooseport,Romeo + Juliet,The Full Monty,Shallow Hal,Ever After: A Cinderella Story,Edward Scissorhands,Julia,Glee: The Concert Movie,The Empire Strikes Back,Battle for the Planet of the Apes,The Marine,Cleopatra,Ladyhawke,Escape from the Planet of the Apes,Fantastic Four"
"The Return of the Pink Panther,The R.M.,Identity Thief,The Whole Ten Yards,Should've Been Romeo,Certifiably Jonathan,Elizabethtown,Little Big Top,We Bought a Zoo,Welcome to Mooseport,She's All That,Alfie,Interview with the Assassin,American Hero,Kickboxer: Vengeance,Reindeer Games,My Cousin Vinny,Winter Passing,Snitch,Garden State,Shine,True Lies,She's the Man,The Pallbearer,The Truman Show"
"Freddy's Dead: The Final Nightmare,A Nightmare on Elm Street 3: Dream Warriors,A Nightmare on Elm Street Part 2: Freddy's Revenge,A Nightmare on Elm Street 5: The Dream Child,A Nightmare on Elm Street 4: The Dream Master,A Nightmare on Elm Street,New Nightmare,After.Life,When the Lights Went Out,Sanctuary: Quite a Conundrum,He's Just Not That Into You,Shark Night,Dressed to Kill,The Incredible Burt Wonderstone,Keanu,Woo,Green Street Hooligans: Underground,Phat Girlz,Final Destination 5,A Thin Line Between Love and Hate,The Lawnmower Man,Friday After Next,Trading Places,Twilight Zone: The Movie,Kit Kittredge: An American Girl"
"Monster,Boys Don't Cry,Welcome to the Rileys,Perfume: The Story of a Murderer,Dressed to Kill,Frenzy,The Last House on the Left,Copycat,Brooklyn's Finest,Righteous Kill,The Raven,The Hotel New Hampshire,A Time to Kill,Eye for an Eye,Hannibal Rising,Clay Pigeons,Suspect Zero,Eye of the Beholder,The Calling,Zodiac,Undisputed,The Iceman,Amidst the Devil's Wings,N-Secure,Mad Money"
"20,000 Leagues Under the Sea,In the Heart of the Sea,Pirates of the Caribbean: Dead Man's Chest,Captain Phillips,Atlantis: The Lost Empire,The Black Hole,Pirates of the Caribbean: At World's End,Pirates of the Caribbean: On Stranger Tides,The Adventures of Tintin,The Adventures of Huck Finn,Moby Dick,Poseidon,Galaxina,Sky Captain and the World of Tomorrow,Ghost Ship,Captain America: Civil War,John Carter,King Kong,Deep Rising,Sahara,The Abyss,Supernova,Captain America: The First Avenger,Troy,Master and Commander: The Far Side of the World"
"Paranormal Activity: The Marked Ones,Interview with the Assassin,The R.M.,The Whole Ten Yards,Hellraiser,Should've Been Romeo,Flying By,Gran Torino,1982,Jeff, Who Lives at Home,Copying Beethoven,Homefront,Memento,We Bought a Zoo,How to Fall in Love,The Truman Show,I Origins,Charlie St. Cloud,We Are Your Friends,Hide and Seek,Little Big Top,Alfie,The Mudge Boy,2:13,The Call of Cthulhu"
